장,조,내용
제4장 서비스 이용,제15조 (서비스의 제공 및 중단 등),"2. 제1항에도 불구하고, 다음 각 호의 어느 하나에 해당하는 경우에는 일정한 시간 동안 게임서비스가 제공되지 아니할 수 있으며, 해당 시간 동안 회사는 게임서비스를 제공할 의무가 없습니다.② 해킹 등의 전자적 침해사고, 통신사고, 회원들의 비정상적인 게임 이용행태, 미처 예상하지 못한 게임서비스의 불안정성에 대응하기 위하여 필요한 경우"
제4장 서비스 이용,제15조 (서비스의 제공 및 중단 등),"2. 제1항에도 불구하고, 다음 각 호의 어느 하나에 해당하는 경우에는 일정한 시간 동안 게임서비스가 제공되지 아니할 수 있으며, 해당 시간 동안 회사는 게임서비스를 제공할 의무가 없습니다.③ 관련 법령에서 특정 시간 또는 방법으로 게임서비스 제공을 금지하는 경우"
제4장 서비스 이용,제15조 (서비스의 제공 및 중단 등),"2. 제1항에도 불구하고, 다음 각 호의 어느 하나에 해당하는 경우에는 일정한 시간 동안 게임서비스가 제공되지 아니할 수 있으며, 해당 시간 동안 회사는 게임서비스를 제공할 의무가 없습니다.④ 천재지변, 비상사태, 정전, 서비스 설비의 장애 또는 서비스 이용의 폭주 등으로 정상적인 게임서비스 제공이 불가능할 경우"
제4장 서비스 이용,제15조 (서비스의 제공 및 중단 등),"2. 제1항에도 불구하고, 다음 각 호의 어느 하나에 해당하는 경우에는 일정한 시간 동안 게임서비스가 제공되지 아니할 수 있으며, 해당 시간 동안 회사는 게임서비스를 제공할 의무가 없습니다.⑤ 회사의 분할, 합병, 영업양도, 영업의 폐지, 당해 게임서비스의 수익 악화 등 회사의 경영상 중대한 필요에 의한 경우"
제4장 서비스 이용,제15조 (서비스의 제공 및 중단 등),"3. 회사는 제2항 제1호의 경우, 매주 또는 격주 단위로 일정 시간을 정하여 게임서비스를 중지할 수 있습니다. 이 경우 회사는 최소한 24시간 전에 그 사실을 회원에게 게임 초기 화면이나 게임서비스 홈페이지(www.lostsaga.com)에 고지합니다."
제4장 서비스 이용,제15조 (서비스의 제공 및 중단 등),"4. 제2항 제2호의 경우, 회사는 사전 고지 없이 게임서비스를 일시 중지할 수 있습니다. 회사는 이러한 경우 그 사실을 게임 초기 화면이나 게임서비스 홈페이지(www.lostsaga.com)에 사후 고지할 수 있습니다."
제4장 서비스 이용,제15조 (서비스의 제공 및 중단 등),"5. 회사는 회사가 제공하는 무료서비스 이용과 관련하여 이용자에게 발생한 어떠한 손해에 대해서도 책임을 지지 않습니다. 다만, 회사의 고의 또는 중대한 과실로 인하여 발생한 손해의 경우는 제외합니다."
제4장 서비스 이용,제15조 (서비스의 제공 및 중단 등),"6. 회사는 회사가 제공하는 유료서비스 이용과 관련하여 회사의 귀책사유로 사전고지 없이 1일 4시간 (누적시간) 이상 연속하여 서비스가 중지되거나 장애가 발생한 경우 계속적 이용계약 계정에 한하여 서비스 중지/장애시간의 3배에 해당하는 이용시간을 무료로 연장하고, 이용자는 회사에 대하여 별도의 손해배상을 청구할 수 없습니다. 다만, 회사가 서버점검 등의 사유로 서비스 중지/장애를 사전에 고지하였으나, 서비스 중지/장애시간이 10시간이 초과하는 경우에는 그 초과된 시간만큼 이용시간을 무료로 연장하고, 이용자는 회사에 대하여 별도의 손해배상을 청구할 수 없습니다."
제4장 서비스 이용,제15조 (서비스의 제공 및 중단 등),"7. 제2항 제3호 내지 제5호의 경우에는 회사는 기술상/운영상 필요에 의해 게임서비스 전부를 중단할 수 있으며, 30일전에 홈페이지에 이를 공지하고 게임서비스의 제공을 중단할 수 있습니다. 사전에 통지할 수 없는 부득이한 사정이 있는 경우에는 사후에 통지를 할 수 있습니다."
제4장 서비스 이용,제15조 (서비스의 제공 및 중단 등),8. 회사가 제7항에 따라 게임서비스를 종료하는 경우 회원은 무료서비스 및 사용 기간이 남아 있지 않은 유료서비스/계속적 유료 이용계약/기간제 유료아이템에 대하여 손해배상을 청구할 수 없습니다.
제4장 서비스 이용,제16조 (테스트 목적의 서비스),"1. 회사는 새로운 서비스를 정식으로 상용화 하기 전, 이용고객들을 대상으로 테스트 목적의 베타 서비스를 일정기간 진행 할 수 있습니다. 테스트 대상과 기간 및 이에 관련된 내용은 각각의 게임 및 서비스의 공지사항을 통해 별도로 공지합니다."
제4장 서비스 이용,제16조 (테스트 목적의 서비스),"2. 베타 테스트 서비스는 상용 서비스가 아닌 개발 상태와 서비스의 안정성 등을 점검하는 과정으로 이 과정에서 필요 시 회사는 임의로 게임 데이터의 변경, 추가, 삭제 등을 시행 할 수 있으며 회사는 이에 대한 복구 의무가 없습니다. 또한 사전 통지 없이 베타 테스트 진행 중 예상치 못한 서버의 점검, 테스트의 중지 등이 발생 할 수 있으며 회사는 문제 해결을 위해 최선을 다 합니다."
제4장 서비스 이용,제16조 (테스트 목적의 서비스),"3. 회사는 베타 서비스 시, 오류의 발견과 서비스의 안정화를 위해 이용자들이 사용하는 PC의 사양정보를 수집할 수 있습니다."
제4장 서비스 이용,제16조 (테스트 목적의 서비스),4. 베타 테스트 서비스를 이용하는 이용고객은 원활한 테스트를 위해 문제 발생시 별도의 게시판을 통해 운영자에게 알려 문제가 수정될 수 있도록 협조합니다.
제4장 서비스 이용,제16조 (테스트 목적의 서비스),5. 베타 테스트 서비스를 이용하는 이용고객에게도 각 서비스의 정식회원과 마찬가지로 본 약관에 정한 규정이 적용됩니다.
제4장 서비스 이용,제16조 (테스트 목적의 서비스),6. 베타 테스트 서비스를 이용하는 이용고객은 게임의 고유정보를 회사의 허가 없이 상업적인 목적으로 무단 사용할 수 없습니다.
제4장 서비스 이용,제16조 (테스트 목적의 서비스),"7. 테스트 목적의 서비스는 무료로 제공되는 한시적인 서비스로서 회사는 테스트 서비스로 인하여 이용고객에게 발생하는 손해에 대하여 책임을 부담하지 않습니다. 다만, 회사의 고의 또는 중대한 과실로 인하여 이용고객이 직접적인 손해를 입은 경우에는 이용고객이 회사에 대하여 손해배상을 청구할 수 있습니다."
제4장 서비스 이용,제17조 (아이템 서비스),1. 회사는 회원에게 아바타 및 게임에 사용하는 아이템 등(이하 '아이템') 서비스를 제공할 수 있습니다.
제4장 서비스 이용,제17조 (아이템 서비스),2. 본 조의 서비스로 제공되는 아이템은 유료 또는 무료로 구분되어 제공될 수 있습니다.
제4장 서비스 이용,제17조 (아이템 서비스),3. 회원은 유료 아이템을 골드로 구매할 수 있습니다.
제4장 서비스 이용,제17조 (아이템 서비스),"4. 회사가 제공하는 서비스와 관련하여 아이템(아바타 포함. 이하 동일)에 대한 지적재산권을 포함한 모든 소유권은 회사에게 있으며, 아이템을 구매한 회원은 회사가 제공하는 서비스 범위 내에서 이용권을 가집니다. 즉, 회원은 회사가 제공하는 아이템을 일정기간 동안 회사가 제공하는 서비스 범위 내에서 이용할 권한을 갖는 것이며, 이를 회사가 정한 방법 이외의 방법으로 이용 또는 사용하거나 양도, 판매할 수 없습니다."
제4장 서비스 이용,제17조 (아이템 서비스),5. 회사는 회원의 부정한 이용을 방지하기 위하여 타인으로부터 선물 받은 아이템이나 회사가 무료로 제공한 아이템은 골드로 환불하지 않습니다.
제4장 서비스 이용,제17조 (아이템 서비스),"6. 회원의 아이템 사용 보증기간은 기본적으로 1년이며, 기간 경과 후에는 사용권이 소멸됩니다. 단, 보증기간이 별도로 명시된 유료아이템은 구매 시 명시된 보증기간을 따릅니다."
제4장 서비스 이용,제17조 (아이템 서비스),"7. 보증기간이 '영구, 무기한'등으로 표시된 유료아이템이나 본 약관 시행이전에 판매된 보증기간이 표시되지 않은 유료아이템(이하 '영구아이템')에 대한 사용은 회원의 정상적인 온라인 게임 계속을 전제로 기한의 제한 없는 이용권을 보장하는 것이며, 만약 회원이 온라인게임 이용약관상 금지행위를 하였거나 휴면 ID 또는 휴면 캐릭터로 분류되어 그에 따른 제재로서 당해 ID 또는 캐릭터가 이용제한 내지 삭제되는 경우, 영구아이템의 사용도 중지되며 회사는 회원에 대하여 구매대금을 반환할 책임을 부담하지 아니합니다."
제4장 서비스 이용,제17조 (아이템 서비스),"8. 회사는 아이템의 보증기간 중 회사의 게임내용의 변경 및 게임아이템 정책에 따라 기존 아이템이 소멸될 경우에는 30일 이상 사이트에 공지를 하고 30일 이상 사이트에 공지를 하고 사용권이 남은 게임아이템을 유료로 구매한 회원에 대하여 등가의 신규 아이템 등으로 보상하며, 사용기간은 기존아이템의 잔여기간으로 합니다."
제4장 서비스 이용,제17조 (아이템 서비스),9. 회사가 회원에게 지급한 무료아이템의 경우에는 서비스제공기간을 보증하지 않습니다.
제4장 서비스 이용,제17조 (아이템 서비스),"10. 아이템의 수명은 기본적으로 유통 개시 점으로부터 1년으로 제한되며, 회사는 1년 후에 아이템을 소멸시킬 수도 있습니다. 이러한 경우 회사는 회원에게 소멸되는 제품의 공지를 30일 이상 홈페이지 또는 해당 서비스 관련 홈페이지에 공지하고 소멸되는 아이템을 유료로 구매한 회원 중 잔여기간이 있는 아이템을 보유한 회원에 한하여 그에 상응하는 아이템 등으로 보상하며, 사용기간은 기존 아이템의 잔여기간으로 합니다."
제4장 서비스 이용,제18조 (정보의 제공),회사는 다음의 사항을 게임 초기 화면이나 인터넷 웹사이트인 게임서비스 홈페이지(www.lostsaga.com)에 회원이 알기 쉽게 표시합니다.
제4장 서비스 이용,제18조 (정보의 제공),회사는 다음의 사항을 게임 초기 화면이나 인터넷 웹사이트인 게임서비스 홈페이지(www.lostsaga.com)에 회원이 알기 쉽게 표시합니다.1. 상호
제4장 서비스 이용,제18조 (정보의 제공),회사는 다음의 사항을 게임 초기 화면이나 인터넷 웹사이트인 게임서비스 홈페이지(www.lostsaga.com)에 회원이 알기 쉽게 표시합니다.2. 게임물의 제명
제4장 서비스 이용,제18조 (정보의 제공),회사는 다음의 사항을 게임 초기 화면이나 인터넷 웹사이트인 게임서비스 홈페이지(www.lostsaga.com)에 회원이 알기 쉽게 표시합니다.3. 이용등급
제4장 서비스 이용,제18조 (정보의 제공),회사는 다음의 사항을 게임 초기 화면이나 인터넷 웹사이트인 게임서비스 홈페이지(www.lostsaga.com)에 회원이 알기 쉽게 표시합니다.4. 등급분류번호
제4장 서비스 이용,제18조 (정보의 제공),회사는 다음의 사항을 게임 초기 화면이나 인터넷 웹사이트인 게임서비스 홈페이지(www.lostsaga.com)에 회원이 알기 쉽게 표시합니다.5. 제작연월일
제4장 서비스 이용,제18조 (정보의 제공),회사는 다음의 사항을 게임 초기 화면이나 인터넷 웹사이트인 게임서비스 홈페이지(www.lostsaga.com)에 회원이 알기 쉽게 표시합니다.6. 게임물제작업자 또는 배급업자의 신고번호 또는 등록번호
제4장 서비스 이용,제18조 (정보의 제공),회사는 다음의 사항을 게임 초기 화면이나 인터넷 웹사이트인 게임서비스 홈페이지(www.lostsaga.com)에 회원이 알기 쉽게 표시합니다.7. 기타 회사가 필요하다고 인정하는 사항
제4장 서비스 이용,제19조 (정보의 수집 등),"1. 회사는 게임서비스 내에서 회원간에 이루어지는 모든 채팅내용을 저장/보관할 수 있습니다. 회사는 회원간의 분쟁 조정, 민원 처리 또는 게임질서의 유지를 위하여 회사가 필요하다고 판단하는 경우에 한하여 본 정보를 열람하도록 할 것이며, 본 정보는 회사만이 보유하고 법령으로 권한을 부여 받지 아니한 제3자는 절대로 열람할 수 없습니다. 회사는 해당 정보를 열람하기 전에 채팅정보의 열람이 필요한 사유 및 열람 범위를 개인에게 사전 고지하기로 합니다. 다만, 계정도용, 현금거래, 언어폭력, 게임 내 사기 등 기망행위, 버그 악용, 기타 현행 법령 위반행위 및 이 약관 제13조에서 정하는 중대한 약관위반 행위의 조사, 처리, 확인 및 이의 구제와 관련하여 회원의 채팅 정보를 열람해야 할 필요가 있는 경우에는, 사후에 채팅정보가 열람된 개인들에 대하여 열람한 사유와 열람한 정보 중 본인과 관련된 부분을 고지하기로 합니다."
제4장 서비스 이용,제19조 (정보의 수집 등),2. 회사는 게임서비스 운영 및 프로그램 안정화 등 게임서비스 품질 개선을 위하여 회원 PC 등 단말기 설정 및 사양 정보를 수집/활용할 수 있습니다.
제4장 서비스 이용,제20조 (이용상품),"1. 회사는 회원이 별도 비용지급 없이 이용할 수 있는 게임서비스(이하 '무료서비스'라 한다)와 회사가 미리 책정한 요금을 지불하고 이용하는 게임서비스(이하 '유료서비스'라 한다)를 제공할 수 있으며, 회원은 게임서비스를 선택하여 이용할 수 있습니다."
제4장 서비스 이용,제20조 (이용상품),2. 게임서비스의 이용에 대한 대금지급방법은 회사가 미리 정한 방법을 통하여 할 수 있습니다.
제4장 서비스 이용,제20조 (이용상품),"3. 제1항의 유료서비스 이용과 관련하여, 회원이 선택한 유료서비스 이용신청 후, 다음 각 호에 해당하는 사항을 준수하여야 합니다."
제4장 서비스 이용,제20조 (이용상품),"3. 제1항의 유료서비스 이용과 관련하여, 회원이 선택한 유료서비스 이용신청 후, 다음 각 호에 해당하는 사항을 준수하여야 합니다.① 유료서비스 이용을 신청한 회원은 게임서비스 이용요금을 성실히 납부하여야 합니다."
제4장 서비스 이용,제20조 (이용상품),"3. 제1항의 유료서비스 이용과 관련하여, 회원이 선택한 유료서비스 이용신청 후, 다음 각 호에 해당하는 사항을 준수하여야 합니다.② 유료서비스 이용을 신청한 회원은 게임서비스 이용요금 신청 후 회사에서 제공하는 방법으로 지급하여야 합니다. 단, 무통장입금의 방식으로 신청한 회원은 신청 완료 후 3일 이내에 해당 금액을 입금하여야 하며, 3일 이내에 입금하지 않을 시에는 그 신청을 철회한 것으로 봅니다."
제4장 서비스 이용,제20조 (이용상품),"4. 회사는 미성년자인 회원이 결제가 필요한 유료 게임서비스를 이용하고자 하는 경우 부모 등 법정대리인의 동의를 얻어야 하고, 동의 없이 이루어진 유료 게임서비스 이용은 법정대리인이 취소할 수 있다는 내용을 유료 게임서비스 이용을 위한 결제 전에 고지하도록 합니다."
제4장 서비스 이용,제20조 (이용상품),5. 유료서비스 이용과 결제에 관한 사항은 '골드 이용약관'에 정하는 바를 따릅니다.
제4장 서비스 이용,제21조 (사이버 포인트),"1. 회사는 회원의 콘텐츠 이용실적에 따라 사이버 포인트를 제공할 수 있으며, 회사가 정한 유효기간 내에 사용되지 않은 사이버 포인트는 소멸될 수 있습니다."
제4장 서비스 이용,제21조 (사이버 포인트),"2. 사이버 포인트의 적립에 오류가 있을 경우 회원은 상당기간 내에 정정 신청을 할 수 있으며, 회사는 확인절차를 거친 후 결과에 대하여 고지하고 필요한 경우 사이버 포인트에 정정 조치를 취할 수 있습니다."
제4장 서비스 이용,제21조 (사이버 포인트),"3. 회사는 경영상, 기술상 이유로 사전고지 후 사이버 포인트 서비스를 종료할 수 있으며, 회사는 사전고지를 최소한 1개월 전에 하여야 합니다. 이 경우 사전에 고지한 서비스 종료일까지 사용되지 않은 기적립된 사이버 포인트는 소멸됩니다."
제4장 서비스 이용,제22조 (저작권 등의 귀속),1. 게임 서비스 내 회사가 제작한 콘텐츠에 대한 저작권 기타 지적재산권은 회사의 소유입니다.
제4장 서비스 이용,제22조 (저작권 등의 귀속),"2. 회원은 회사가 제공하는 게임서비스를 이용함으로써 얻은 정보 중 회사 또는 제공업체에 지적재산권이 귀속된 정보를 회사 또는 제공업체에 사전승낙 없이 복제, 전송, 출판, 배포, 방송 기타 방법에 의하여 영리목적으로 이용하거나 제3자에게 이용하게 하여서는 안 됩니다."
제4장 서비스 이용,제22조 (저작권 등의 귀속),"3. 회원은 게임 내에서 보여지거나 게임서비스와 관련하여 회원 또는 다른 이용자가 게임 클라이언트 또는 게임서비스를 통해 업로드 또는 전송하는 대화 텍스트를 포함한 커뮤니케이션, 이미지, 사운드 및 모든 자료 및 정보(이하 '이용자 콘텐츠'라 한다)에 대하여 회사가 다음과 같은 방법과 조건으로 이용하는 것을 허락합니다."
제4장 서비스 이용,제22조 (저작권 등의 귀속),"3. 회원은 게임 내에서 보여지거나 게임서비스와 관련하여 회원 또는 다른 이용자가 게임 클라이언트 또는 게임서비스를 통해 업로드 또는 전송하는 대화 텍스트를 포함한 커뮤니케이션, 이미지, 사운드 및 모든 자료 및 정보(이하 '이용자 콘텐츠'라 한다)에 대하여 회사가 다음과 같은 방법과 조건으로 이용하는 것을 허락합니다.① 해당 이용자 콘텐츠를 이용, 편집 형식의 변경 및 기타 변형하는 것(공표, 복제, 공연, 전송, 배포, 방송, 2차적 저작물 작성 등 어떠한 형태로든 이용 가능하며, 이용기간과 지역에는 제한이 없음)"
제4장 서비스 이용,제22조 (저작권 등의 귀속),"3. 회원은 게임 내에서 보여지거나 게임서비스와 관련하여 회원 또는 다른 이용자가 게임 클라이언트 또는 게임서비스를 통해 업로드 또는 전송하는 대화 텍스트를 포함한 커뮤니케이션, 이미지, 사운드 및 모든 자료 및 정보(이하 '이용자 콘텐츠'라 한다)에 대하여 회사가 다음과 같은 방법과 조건으로 이용하는 것을 허락합니다.② 이용자 콘텐츠를 제작한 이용자의 사전 동의 없이 거래를 목적으로 이용자 콘텐츠를 판매, 대여, 양도 행위를 하지 않음"
제4장 서비스 이용,제22조 (저작권 등의 귀속),"4. 게임내에서 보여지지 않고 게임서비스와 일체화되지 않은 회원의 이용자 콘텐츠(예컨대, 일반게시판 등에서의 게시물)에 대하여 회사는 회원의 명시적인 동의가 없이 상업적으로 이용하지 않으며, 회원은 언제든지 이러한 이용자 콘텐츠를 삭제할 수 있습니다."
제4장 서비스 이용,제22조 (저작권 등의 귀속),"5. 회사는 회원이 게시하거나 등록하는 게임서비스 내의 게시물, 게시 내용에 대해 제13조에서 규정하는 금지행위에 해당된다고 판단하는 경우, 사전통지 없이 이를 삭제하거나 이동 또는 동록을 거부할 수 있습니다."
제4장 서비스 이용,제22조 (저작권 등의 귀속),"6. 회사가 운영하는 게시판 등에 게시된 정보로 인하여 법률상 이익이 침해된 회원은 회사에게 당해 정보의 삭제 또는 반박내용의 게재를 요청할 수 있습니다. 이 경우 회사는 신속하게 필요한 조치를 취하고, 이를 신청인에게 통지합니다."
제4장 서비스 이용,제22조 (저작권 등의 귀속),7. 제3항은 회사가 게임서비스를 운영하는 동안 유효하며 회원탈퇴 후에도 지속적으로 적용됩니다.
제5장 골드 이용 관련,제23조 (골드 서비스 및 이용),회사가 제공하는 서비스 일부는 현금과 일대일의 비율로 구입한 골드가 있어야 사용할 수 있습니다.
제5장 골드 이용 관련,제23조 (골드 서비스 및 이용),골드에 관해서는 회사가 정하는 별도의 '골드 이용약관'에 따릅니다.
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제24조 (청약의 철회),1. 회사와 유료서비스 이용에 관한 계약을 체결한 회원은 구매일 또는 유료서비스 이용가능일로부터 7일 이내에는 청약의 철회를 할 수 있습니다.
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제24조 (청약의 철회),2. 회원은 다음 각 호의 어느 하나에 해당하는 경우에는 회사의 의사에 반하여 제1항에 따른 청약철회 등을 할 수 없습니다.
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제24조 (청약의 철회),2. 회원은 다음 각 호의 어느 하나에 해당하는 경우에는 회사의 의사에 반하여 제1항에 따른 청약철회 등을 할 수 없습니다.① 회원에게 책임이 있는 사유로 재화 등이 멸실되거나 훼손된 경우
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제24조 (청약의 철회),2. 회원은 다음 각 호의 어느 하나에 해당하는 경우에는 회사의 의사에 반하여 제1항에 따른 청약철회 등을 할 수 없습니다.② 회원이 재화를 사용 또는 일부 소비한 경우
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제24조 (청약의 철회),2. 회원은 다음 각 호의 어느 하나에 해당하는 경우에는 회사의 의사에 반하여 제1항에 따른 청약철회 등을 할 수 없습니다.③ 시간이 지나 다시 판매하기 곤란할 경우 ( 선물함이 아닌 인벤토리 소지 아이템 )
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제24조 (청약의 철회),2. 회원은 다음 각 호의 어느 하나에 해당하는 경우에는 회사의 의사에 반하여 제1항에 따른 청약철회 등을 할 수 없습니다.④ 복제가능한 재화 등의 포장을 훼손한 경우
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제24조 (청약의 철회),2. 회원은 다음 각 호의 어느 하나에 해당하는 경우에는 회사의 의사에 반하여 제1항에 따른 청약철회 등을 할 수 없습니다.⑤ 그 밖에 거래의 안전을 위하여 법령으로 정하는 경우
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제24조 (청약의 철회),3. 회사는 제2항 제2호부터 4호까지 규정에 따라 청약철회 등이 불가능한 재화 등의 경우에는 그 사실을 재화 등의 포장이나 그밖에 회원이 쉽게 알 수 있는 곳에 명확하게 적시하거나 시험 사용상품을 제공하는 등의 방법으로 청약철회 등의 권리 행사가 방해하지 아니하도록 조치하여야 합니다. 만약 회사가 이러한 조치를 하지 아니하는 경우에는 제2항 제2호 내지 제4호의 청약철회 제한사유에도 불구하고 회원은 청약철회를 할 수 있습니다.
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제24조 (청약의 철회),"4. 회원은 제1항 내지 제3항의 규정에도 불구하고 유료서비스의 내용이 표시/광고 내용과 다르거나 계약내용과 다르게 이행된 경우에는 구매일 또는 유료서비스 이용가능일로부터 3개월 이내, 그 사실을 안 날 또는 알 수 있었던 날부터 30일 이내에 청약철회를 할 수 있습니다."
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제24조 (청약의 철회),"5. 회원은 구두 또는 서면(전자문서 포함), 전자우편으로 청약철회를 할 수 있습니다."
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제25조 (청약 철회 등의 효과),1. 회원이 청약철회를 한 경우 회사는 지체없이 회원의 유료서비스를 회수 또는 삭제하고 회사는 유료서비스를 회수 또는 삭제한 날로부터 3영업일 이내에 지급받은 대금을 환급합니다.
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제25조 (청약 철회 등의 효과),2. 이 경우 회사가 회원에게 환급을 지연한 때에는 그 지연기간에 대하여 전자상거래 등에서의 소비자보호에 관한 법률 및 시행령에서 정하는 이율을 곱하여 산정한 지연이자를 지급합니다.
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제25조 (청약 철회 등의 효과),3. 회사는 위 대금을 환급함에 있어서 회원이 신용카드나 그 밖에 전자상거래 등에서의 소비자보호에 관한 법률 시행령으로 정하는 결제수단으로 대금을 지급한 때에는 지체 없이 당해 결제수단을 제공한 사업자로 하여금 대금의 청구를 정지 또는 취소하도록 요청합니다. 다만 회사가 결제업자로부터 이미 대금을 지급받은 때에는 이를 결제업자에게 환불하고 이를 소비자에게 통지합니다.
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제25조 (청약 철회 등의 효과),4. 회사는 이미 재화 등이 일부 사용되거나 일부 소비된 경우에는 그 재화 등의 일부 사용 또는 일부 소비에 의하여 회원이 얻은 이익 또는 그 재화 등의 공급에 든 비용에 상당하는 금액을 공제할 수 있습니다.
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제25조 (청약 철회 등의 효과),"5. 회원이 청약철회를 한 경우 재화 등의 반환에 필요한 비용은 회원이 부담하고, 회사는 회원에게 청약철회를 이유로 위약금 또는 손해배상을 청구할 수 없습니다."
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제26조 (회원 탈퇴),"1. 회원은 게임서비스 이용계약을 해지(이하 '회원탈퇴'라 한다)할 수 있습니다. 회원이 회원탈퇴를 신청한 경우 회사는 회원 본인 여부를 확인할 수 있으며, 해당 회원이 본인으로 확인되는 경우에 회원의 신청에 따른 조치를 취합니다."
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제26조 (회원 탈퇴),2. 회원이 회원탈퇴를 원하는 경우에는 고객센터 및 서비스 내 회원탈퇴 절차를 통하여 회원탈퇴를 할 수 있습니다.
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제27조 (회사의 해제 및 해지),"1. 회사는 회원이 이 약관에서 정한 회원의 의무를 위반한 경우에는 회원에 대한 사전 통보 후 계약을 해지할 수 있습니다. 다만, 회원이 현행법 위반 및 고의 또는 중대한 과실로 회사에 손해를 입힌 경우에는 사전 통보 없이 이용계약을 해지할 수 있습니다."
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제27조 (회사의 해제 및 해지),"2. 회사가 이용계약을 해지하는 경우 회사는 회원에게 서면, 전자우편 또는 이에 준하는 방법으로 다음 각 호의 사항을 회원에게 통보합니다."
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제27조 (회사의 해제 및 해지),"2. 회사가 이용계약을 해지하는 경우 회사는 회원에게 서면, 전자우편 또는 이에 준하는 방법으로 다음 각 호의 사항을 회원에게 통보합니다.① 해지사유"
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제27조 (회사의 해제 및 해지),"2. 회사가 이용계약을 해지하는 경우 회사는 회원에게 서면, 전자우편 또는 이에 준하는 방법으로 다음 각 호의 사항을 회원에게 통보합니다.② 해지일"
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제27조 (회사의 해제 및 해지),"3. 제1항 단서의 경우, 회원은 유료서비스의 사용권한을 상실하고 이로 인한 환불 및 손해배상을 청구할 수 없습니다."
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제27조 (회사의 해제 및 해지),4. 회사는 '정보통신망 이용촉진 및 정보보호 등에 관한 법률' 및 동법 시행령에 따라 3년간 회사 서비스를 이용하지 않은 회원(이하 '휴면계정'이라 한다)의 개인정보를 보호하기 위해 계약을 해지하고 개인정보 파기 등 필요한 조치를 취합니다.
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제27조 (회사의 해제 및 해지),"5. 단, 제 4항의 경우 조치일 30일 전까지 계약 해지 및 개인정보 파기 등 필요한 조치가 취해진다는 사실, 일시, 항목을 명시하여 제36조 (회원에 대한 통지)에 따라 통지합니다."
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제28조 (회원에 대한 서비스 이용제한),1. 회사는 회원에게 다음 각 호의 구분에 따라 회원의 게임서비스 이용을 제한할 수 있습니다. 이용제한이 이루어지는 구체적인 회원의 의무위반 사유는 제30조에 따라 개발 게임의 운영정책에서 정하기로 합니다.
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제28조 (회원에 대한 서비스 이용제한),1. 회사는 회원에게 다음 각 호의 구분에 따라 회원의 게임서비스 이용을 제한할 수 있습니다. 이용제한이 이루어지는 구체적인 회원의 의무위반 사유는 제30조에 따라 개발 게임의 운영정책에서 정하기로 합니다.① 캐릭터 일부 권한 제한: 일정기간 캐릭터의 채팅 등 일정 권한을 제한
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제28조 (회원에 대한 서비스 이용제한),1. 회사는 회원에게 다음 각 호의 구분에 따라 회원의 게임서비스 이용을 제한할 수 있습니다. 이용제한이 이루어지는 구체적인 회원의 의무위반 사유는 제30조에 따라 개발 게임의 운영정책에서 정하기로 합니다.② 캐릭터 이용제한: 일정기간 또는 영구히 회원 캐릭터의 이용을 제한
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제28조 (회원에 대한 서비스 이용제한),1. 회사는 회원에게 다음 각 호의 구분에 따라 회원의 게임서비스 이용을 제한할 수 있습니다. 이용제한이 이루어지는 구체적인 회원의 의무위반 사유는 제30조에 따라 개발 게임의 운영정책에서 정하기로 합니다.③ 계정 이용제한: 일정기간 또는 영구히 회원 계정의 이용을 제한
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제28조 (회원에 대한 서비스 이용제한),1. 회사는 회원에게 다음 각 호의 구분에 따라 회원의 게임서비스 이용을 제한할 수 있습니다. 이용제한이 이루어지는 구체적인 회원의 의무위반 사유는 제30조에 따라 개발 게임의 운영정책에서 정하기로 합니다.④ 회원 이용제한: 일정기간 또는 영구히 회원의 게임서비스 이용을 제한
